Date,Username,Tweet-text,Tweet Link,Retweets,Likes,Sentiment,Confidence
2018/02/27_09:37,https://twitter.com/shubh_ank,#handwash is a self administered vaccine as it prevents infection @medanta team trained huge crowd @AmityGurugramM Marathon #SwasthaBharat #HealthForAll #SwachhIndia #HealthyLife #SwachhSurvekshan2018 Public Health Initiative of @medanta @WHOSEARO @MoHFW_INDIA @anilvijministerpic.twitter.com/y1ejgLL44S,https://twitter.com/shubh_ank/status/968540508833402880,1,5,positive,0.4834729731
2018/02/27_08:17,https://twitter.com/OdishaInsight,#MeaslesRubella #MR #Vaccination #Odisha #Children #Healthhttps://odishanewsinsight.com/odisha/1-cr-children-given-mr-vaccination-20-days-odisha/ …,https://twitter.com/OdishaInsight/status/968520449691852800,1,1,neutral,0.6355974674
2018/02/27_07:28,https://twitter.com/TOIBhubaneswar,1.01 crore children between nine months and 15 years age recieved #measlesrubella vaccine in #Odisha in last 20 days @TOICitiesNews,https://twitter.com/TOIBhubaneswar/status/968508181532917760,0,0,neutral,0.6234965324
2018/02/27_07:14,https://twitter.com/minatisinghaTOI,1.01 crore children between nine months and 15 years age recieved #measlesrubella vaccine in #Odisha in last 20 days @TOICitiesNews @TOIBhubaneswar,https://twitter.com/minatisinghaTOI/status/968504586444001280,1,2,neutral,0.6340981722
2018/02/27_02:20,https://twitter.com/RachitaMalik12,Team Manipur is gearing up for #MRCampaign Today they are training their vaccinators on the importance of MR vaccine #Fightmeaslesrubella @RaniaEssawi @sidbshrestha @UNICEFIndia @MoHFW_INDIApic.twitter.com/Z6lHTcPlwn,https://twitter.com/RachitaMalik12/status/968430559658725376,0,2,neutral,0.7092612386
2018/02/27_02:20,https://twitter.com/RachitaMalik12,Team Manipur is gearing up for #MRCampaign Today they are training their vaccinators on the importance of MR vaccine #Fightmeaslesrubella @RaniaEssawi @sidbshrestha @UNICEFIndia @MoHFW_INDIApic.twitter.com/Z6lHTcPlwn,https://twitter.com/RachitaMalik12/status/968430559658725376,0,2,neutral,0.7092612386
2018/02/27_00:31,https://twitter.com/HFWOdisha,ମାତ୍ର ୧୯ଦିନର ଟିକାକରଣରେ ଓଡ଼ିଶାର କୋଣଅନୁକୋଣର ୧କୋଟି ଶିଶୁଙ୍କୁ ଏମଆର୍ ଟୀକା ଦିଆଯିବା ସହ ରାଜ୍ୟରେ ଶତ ପ୍ରତିଶତ ଟିକାକରଣ ଦିଗରେ ସଫଳତାର ସହ ଆଗକୁ ବଢୁଛି। ଆମେ ଗଢିବା ଏମଆର୍ ମୁକ୍ତ ଓଡ଼ିଶା। #NoChildLeftOut #MRFreeOdisha #MRCampaign pic.twitter.com/WiAK45yYER,https://twitter.com/HFWOdisha/status/968403251123990528,9,51,neutral,0.5723001361
2018/02/26_01:42,https://twitter.com/jiteshtrapasiya,Congratulations #Odisha for vaccinating 1 crore children to #FightMeaslesRubella! pic.twitter.com/VZGZcXGKUv,https://twitter.com/jiteshtrapasiya/status/968058686294937600,0,0,positive,0.6137529016
2018/02/26_01:40,https://twitter.com/NHPINDIA,#Measlesrubella #MRCampaign #HealthForAll #SwasthaBharathttps://twitter.com/UNICEFIndia/status/968056202834845696 …,https://twitter.com/NHPINDIA/status/968058257553154048,3,10,neutral,0.521625042
2018/02/26_01:40,https://twitter.com/NHPINDIA,#Measlesrubella #MRCampaign #HealthForAll #SwasthaBharathttps://twitter.com/UNICEFIndia/status/968056202834845696 …,https://twitter.com/NHPINDIA/status/968058257553154048,3,10,neutral,0.521625042
2018/02/26_01:32,https://twitter.com/UNICEFIndia,Now 1 crore children in #Odisha have a better chance in life after being vaccinated to protect them from #measlesrubella. Let’s celebrate the #MRcampaign #heroes working together to reach milestones. #ForEveryChild healthpic.twitter.com/atTSleybLF,https://twitter.com/UNICEFIndia/status/968056202834845696,26,91,neutral,0.5065619946
2018/02/26_01:32,https://twitter.com/UNICEFIndia,Now 1 crore children in #Odisha have a better chance in life after being vaccinated to protect them from #measlesrubella. Let’s celebrate the #MRcampaign #heroes working together to reach milestones. #ForEveryChild healthpic.twitter.com/atTSleybLF,https://twitter.com/UNICEFIndia/status/968056202834845696,26,91,neutral,0.5065619946
2018/02/25_23:56,https://twitter.com/sunkanna_m,Congratulations to govt of #Odisha nd #MRCampaign good work,https://twitter.com/sunkanna_m/status/968032107716075520,0,0,positive,0.504568696
2018/02/25_22:34,https://twitter.com/HFWOdisha,Congratulations & Thank You to each and everyone in making #MRCampaign a success this big. The dedication & commitment of staff notwithstanding the overwhelming response of people is exemplary. 1 Crore achieved we are now set for the goal 1.13 Crore & ensure #NoChildLeftOutpic.twitter.com/kZAcRbtwrj,https://twitter.com/HFWOdisha/status/968011461451595776,6,31,positive,0.9645678997
2018/02/25_22:11,https://twitter.com/UNICEFIndia,Congratulations #Odisha for vaccinating 1 crore children to #FightMeaslesRubella! A big 'Thank You ' to the entire #MRCampaign team for this fantastic achievement.pic.twitter.com/09LBOyM4cq,https://twitter.com/UNICEFIndia/status/968005584531357696,21,70,positive,0.966034174
2018/02/25_22:11,https://twitter.com/UNICEFIndia,Congratulations #Odisha for vaccinating 1 crore children to #FightMeaslesRubella! A big 'Thank You ' to the entire #MRCampaign team for this fantastic achievement. pic.twitter.com/09LBOyM4cq,https://twitter.com/UNICEFIndia/status/968005584531357696,21,70,positive,0.966034174
2018/02/25_21:43,https://twitter.com/RachitaMalik12,Measles & Rubella move fast but Team Odisha is moving faster...One Crore children protected from deadly #Measles #Rubella diseases in #Odisha during the ongoing #MRCampaign Heartiest congratulations! @HFWOdisha @MoHFW_INDIA @RaniaEssawi @sidbshrestha @LopamudraTripa4pic.twitter.com/Omeltibunz,https://twitter.com/RachitaMalik12/status/967998660519772160,2,2,neutral,0.4490661621
2018/02/25_01:55,https://twitter.com/naveenthacker,Great achievement. But let us not be complacent. #wildpolio #virus is known to appear if #routineimmunization is not high enough. #endpoliohttps://twitter.com/michelzaffran/status/967328012449538049 …,https://twitter.com/naveenthacker/status/967699613301071872,6,13,negative,0.6500261426
2018/02/24_16:37,https://twitter.com/ChickenpoxFree,#RoutineImmunization of children is recommended in many countries.,https://twitter.com/ChickenpoxFree/status/967559043698053120,0,0,neutral,0.7000820041
2018/02/24_04:54,https://twitter.com/nilambarrath,https://www.youtube.com/watch?v=7vlP6leZCBY&sns=tw … #MRCampaign in full swing to make #MRFreeOdisha. #NoChildLeftOut,https://twitter.com/nilambarrath/status/967382282569838594,0,0,neutral,0.6042912602
2018/02/24_03:38,https://twitter.com/HFWOdisha,There were 21315 cases of Measles & 35 deaths in Europe in 2017- alarming resurgence alerting world against low immunization rates. #Odisha is setting an example in #NoChildLeftOut. Closing on immunization coverage of 1 Crore children under #MRCampaign http://www.bmj.com/content/360/bmj.k795.full …,https://twitter.com/HFWOdisha/status/967363195558969345,2,12,neutral,0.7167398334
2018/02/23_22:35,https://twitter.com/NHPINDIA,Measles-Rubella vaccine is given to children in age group of 9 months to less than 15 yrs. Know more: http://bit.ly/2FseXnQ  Courtesy: @MoHFW_INDIA #SwasthaBharat #HealthForAll,https://twitter.com/NHPINDIA/status/967286735540436993,12,18,neutral,0.4498442709
2018/02/23_22:35,https://twitter.com/NHPINDIA,Measles-Rubella vaccine is given to children in age group of 9 months to less than 15 yrs. Know more: http://bit.ly/2FseXnQ  Courtesy: @MoHFW_INDIA #SwasthaBharat #HealthForAll,https://twitter.com/NHPINDIA/status/967286735540436993,12,18,neutral,0.4498442709
2018/02/23_22:23,https://twitter.com/MoHFW_INDIA,The numbers speak for themselves. Nearly 1 crore children in #Odisha immunised under #Measles#Rubella Vaccination Campaign. #SwasthaBharat #AyushmanBharat #VaccinesWork #HealthForAll @JPNadda @AshwiniKChoubey @AnupriyaSPatelpic.twitter.com/bTNWceQiWi,https://twitter.com/MoHFW_INDIA/status/967283741591834624,26,67,negative,0.6037047505
2018/02/23_22:18,https://twitter.com/RachitaMalik12,Well Done Team Arunachal Pradesh 4.2 lakh children vaccinated with the life saving #Measles #Rubella Vaccine #MRCampaign @UNICEFIndia @MoHFW_INDIA @RaniaEssawi @sidbshrestha @ArunachalNhmpic.twitter.com/VPAqRWPhun,https://twitter.com/RachitaMalik12/status/967282592126029824,1,4,positive,0.6157371998
2018/02/23_05:54,https://twitter.com/RachitaMalik12,Well done Team Odisha More than 97.5 lakh children protected from deadly #measles & #Rubella during the ongoing #MRcampaign @MoHFW_INDIA @UNICEFIndia @RaniaEssawi @sidbshrestha @HFWOdishapic.twitter.com/HoSRu6jn5D,https://twitter.com/RachitaMalik12/status/967034861017067520,1,3,neutral,0.580589354
2018/02/23_05:15,https://twitter.com/RachitaMalik12,Together we can eliminate measles and control rubella by 2020. Make sure your child gets measles-rubella vaccine during #MRcampaign It is being provided free of cost by Govt. Of India @RaniaEssawi @sidbshrestha @UNICEFIndia @MoHFW_INDIA @HealthOdishapic.twitter.com/wDfBpm2A2I,https://twitter.com/RachitaMalik12/status/967025010895392768,1,4,neutral,0.5286530852
2018/02/23_01:22,https://twitter.com/HydraVR,Ministry of Health: Villagers of Bataguda Malkangiri  #Odisha sing a thanksgiving song to the #MR team which has come for immunising their children against #MeaslesRubella. #SwasthaBharat #AyushmanBharat #HealthForAllJPNadda AshwiniKChoubey AnupriyaSPat…https://twitter.com/MoHFW_INDIA/status/966961939212464128#labnol …,https://twitter.com/HydraVR/status/966966398856716288,0,0,neutral,0.6648493409
2018/02/23_01:04,https://twitter.com/MoHFW_INDIA,Villagers of Bataguda Malkangiri  #Odisha sing a thanksgiving song to the #MR team which has come for immunising their children against #MeaslesRubella. #SwasthaBharat #AyushmanBharat #HealthForAll @JPNadda @AshwiniKChoubey @AnupriyaSPatelpic.twitter.com/5ZcUgXHTnL,https://twitter.com/MoHFW_INDIA/status/966961939212464128,20,57,neutral,0.6492401958
2018/02/22_21:29,https://twitter.com/RachitaMalik12,These smiling children have been protected by the deadly #Measles & #Rubella..your child cud be the next! PLEDGE ur SUPPORT 4 #MRCampaign today! @UNICEFIndia @sidbshrestha @RaniaEssawi @MoHFW_INDIA @HealthOdishahttps://twitter.com/NHMBhadrak/status/966249692651646976 …,https://twitter.com/RachitaMalik12/status/966907852076998657,0,1,negative,0.5830546021
2018/02/21_21:44,https://twitter.com/ChickenpoxFree,#RoutineImmunization of children is recommended in many countries.,https://twitter.com/ChickenpoxFree/status/966549230352523265,0,0,neutral,0.7000820041
2018/02/21_21:13,https://twitter.com/MoHFW_INDIA,A young student of Kendriya Vidyalaya Pasighat #ArunachalPradesh shows his vaccination certificate and shares how he felt after getting the #MeaslesRubella vaccination. #SwasthaBharat #VaccinesWork #AyushmanBharat @JPNadda @AshwiniKChoubey @AnupriyaSPatelpic.twitter.com/EmMZSEqfCJ,https://twitter.com/MoHFW_INDIA/status/966541378254598144,28,77,neutral,0.729267776
2018/02/21_20:09,https://twitter.com/MoHFW_INDIA,Getting ready for #Measles #Rubella vaccination session at Kendriya Vidyalaya Pasighat East Siang district in #ArunachalPradesh. #SwasthaBharat #AyushmanBharat #VaccinesWork #HealthForAll @JPNadda @AshwiniKChoubey @AnupriyaSPatelpic.twitter.com/aIB2ergkBn,https://twitter.com/MoHFW_INDIA/status/966525298991710208,19,77,neutral,0.7027409673
2018/02/21_03:48,https://twitter.com/MoHFW_INDIA,Immunizing the country's future against vaccine-preventable diseases through #IntensifiedMissionIndradhanush #India is moving ahead. #SwasthaBharat #AyushmanBharat #VaccinesWork @JPNadda @AshwiniKChoubey @AnupriyaSPatelpic.twitter.com/nSBV5qTCcR,https://twitter.com/MoHFW_INDIA/status/966278496627511297,17,45,neutral,0.5381504893
2018/02/21_03:48,https://twitter.com/MoHFW_INDIA,Immunizing the country's future against vaccine-preventable diseases through #IntensifiedMissionIndradhanush #India is moving ahead. #SwasthaBharat #AyushmanBharat #VaccinesWork @JPNadda @AshwiniKChoubey @AnupriyaSPatelpic.twitter.com/nSBV5qTCcR,https://twitter.com/MoHFW_INDIA/status/966278496627511297,17,45,neutral,0.5381504893
2018/02/21_03:38,https://twitter.com/operpetualhelp,#RoutineImmunization #HumanPappilomaVirusAsPartOfRoutineImmunization #HPVCausesCervicalCancerAndAnoGenitalWarts #CervicalCancerCanBePrevented #HPVImmunization #HPVIsSexuallyTransmitted #ImmunizeYourChildrenToday @VaccinesToday @VaccineNet_NG @Wavaorg @UNICEF @UNICEF_Nigeriahttps://twitter.com/VaccinesToday/status/965955494283218944 …,https://twitter.com/operpetualhelp/status/966276029294800896,0,1,neutral,0.691483736
2018/02/20_07:07,https://twitter.com/MoHFW_INDIA,Smt @AnupriyaSPatel  MoS (HFW) addressed the 'Global Forum for #TB Vaccines' today and reiterated the resolve and commitment of the government to #EndTB. #SwasthaBharat #AyushmanBharatpic.twitter.com/JxQSbcjudF,https://twitter.com/MoHFW_INDIA/status/965966039602356224,37,84,neutral,0.7989725471
2018/02/20_07:07,https://twitter.com/MoHFW_INDIA,Smt @AnupriyaSPatel  MoS (HFW) addressed the 'Global Forum for #TB Vaccines' today and reiterated the resolve and commitment of the government to #EndTB. #SwasthaBharat #AyushmanBharatpic.twitter.com/JxQSbcjudF,https://twitter.com/MoHFW_INDIA/status/965966039602356224,38,84,neutral,0.7989725471
2018/02/20_05:45,https://twitter.com/VVS_ODISHA,#ForEveryChild @HFWOdisha @nhmodisha #MRCampaign #NoChildLeftOut @UNICEFIndia @MoHFW_INDIA @WHOSEAROhttps://twitter.com/HFWOdisha/status/965939615180795904 …,https://twitter.com/VVS_ODISHA/status/965945597290311680,0,0,neutral,0.630969584
2018/02/20_05:22,https://twitter.com/HFWOdisha,As on date 9246547 children immunized for Measles-Rubella under ongoing #MRCampaign in Odisha. Moving from schools to community-level interventions immunization is now held at Anganwadi centres health centres & hospitals to cover all non-school going children. #NoChildLeftOutpic.twitter.com/lEmuEOg6qk,https://twitter.com/HFWOdisha/status/965939615180795904,7,18,neutral,0.8227877021
2018/02/20_04:00,https://twitter.com/Hemant_TNIE,#MeaslesRubella Vaccination: Of targeted 1.13 crore children as many as 9246547 have been administered vaccine in 69649 schools in 15 days. Community level campaign will continue till March 16. #Odisha @NewIndianXpress,https://twitter.com/Hemant_TNIE/status/965919112672284677,2,6,neutral,0.6340954304
2018/02/20_02:21,https://twitter.com/RachitaMalik12,Group work for planning communication activities for #MRCampaign @RaniaEssawi @MoHFW_INDIA @sidbshrestha @UNICEFIndiapic.twitter.com/aCBB6bp7kZ,https://twitter.com/RachitaMalik12/status/965894142004903936,0,3,neutral,0.6899822354
2018/02/20_00:35,https://twitter.com/HFWOdisha,#Measles resurgence in US & Europe is causing widespread concern & highlights how important vaccination is to protect the population against disease. Join #MRCampaign now to protect your child & shape #MRFree Odisha. #NoChildLeftOut https://www.theguardian.com/society/ng-interactive/2015/feb/05/-sp-watch-how-measles-outbreak-spreads-when-kids-get-vaccinated …http://www.dw.com/en/measles-cases-soaring-in-europe-who-warns/a-42645701 …,https://twitter.com/HFWOdisha/status/965867389513474050,7,18,neutral,0.7671759129
2018/02/20_00:25,https://twitter.com/RachitaMalik12,#arunachalpradesh propagates messages on #RoutineImmunization on the occasion of their statehoid day #vaccineswork @UNICEFIndia @MoHFW_INDIA @sidbshrestha @RaniaEssawi @Arunachalnhmpic.twitter.com/TurJRK7OlT,https://twitter.com/RachitaMalik12/status/965864981492326400,1,4,neutral,0.7222416401
2018/02/19_22:11,https://twitter.com/RachitaMalik12,“Communication planning is very important for successful and effective implementation of #MRCampaign ” - MD NHM Manipur @sidbshrestha @RaniaEssawi @UNICEFIndia @MoHFW_INDIApic.twitter.com/KdHHqAqgpO,https://twitter.com/RachitaMalik12/status/965831182708441088,1,3,positive,0.715851903
2018/02/19_20:16,https://twitter.com/RachitaMalik12,The stage is set! We are about to begin-2 day communication planning workshop for #Manipur focusing on planning and #demandgeneration for #MRCampaign #Vaccineswork @UNICEFIndia @RaniaEssawi @sidbshrestha @MoHFW_INDIApic.twitter.com/prPwOVebEM,https://twitter.com/RachitaMalik12/status/965802354925801472,0,2,neutral,0.5814592242
2018/02/19_05:06,https://twitter.com/MoHFW_INDIA,Universal #Immunization Programme is one of the largest public health programmes in the world targeting more than 3 crore pregnant women and 2.7 crore new born annually. #SwasthaBharat #HealthForAll #AyushmanBharat #MoHFW @JPNadda @AshwiniKChoubey @AnupriyaSPatel,https://twitter.com/MoHFW_INDIA/status/965573313329115137,46,113,neutral,0.3546862602
2018/02/19_05:06,https://twitter.com/MoHFW_INDIA,Universal #Immunization Programme is one of the largest public health programmes in the world targeting more than 3 crore pregnant women and 2.7 crore new born annually. #SwasthaBharat #HealthForAll #AyushmanBharat #MoHFW @JPNadda @AshwiniKChoubey @AnupriyaSPatel,https://twitter.com/MoHFW_INDIA/status/965573313329115137,46,113,neutral,0.3546862602
2018/02/18_21:20,https://twitter.com/ShikhaSPatial,These amazing frontline workers working for #MRCampaign are no less than soldiers. #FightMeaslesRubella https://twitter.com/RachitaMalik12/status/965071492663922688 …,https://twitter.com/ShikhaSPatial/status/965455919638233089,1,2,negative,0.5402896404
2018/02/18_21:20,https://twitter.com/ShikhaSPatial,These amazing frontline workers working for #MRCampaign are no less than soldiers. #FightMeaslesRubellahttps://twitter.com/RachitaMalik12/status/965071492663922688 …,https://twitter.com/ShikhaSPatial/status/965455919638233089,1,2,negative,0.5402896404
2018/02/18_04:17,https://twitter.com/HFWOdisha,Kids of Saraswati Sishumandir at Budugunia under Mahanga take part in a drawing competition sketching their colourful messages to society on #MRCampaign and give collective thumbs up after getting immunised. #NoChildLeftOutpic.twitter.com/RM27cNb3lA,https://twitter.com/HFWOdisha/status/965198666121101319,5,19,neutral,0.7567206621
2018/02/18_01:35,https://twitter.com/HFWOdisha,#NoChildLeftOut Reaching out to every corner & ensuring every child is protected from Measles-Rubella all students of the ASHRA School for Specially-abled in Jagatsinghpur dist were vaccinated under #MRCampaign pic.twitter.com/MXT0YVmhnO,https://twitter.com/HFWOdisha/status/965157794767716353,6,21,neutral,0.5289596319
2018/02/17_20:24,https://twitter.com/sidbshrestha,Latest update from the #MR #MeaslesRubella campaign one of the largest #Vaccination c’mgn in the world with millions of #children covered #ForEveryChild #ReachingtheUnreachedhttps://twitter.com/rachitamalik12/status/965071492663922688 …,https://twitter.com/sidbshrestha/status/965079576467640320,3,5,neutral,0.6839379668
2018/02/17_19:52,https://twitter.com/RachitaMalik12,Reaching the Unreached! Our field army in action @ East Kameng #ArunachalPradesh Pledge ur support for #MRCampaign ! @UNICEFIndia @sidbshrestha @RaniaEssawi @MoHFW_INDIA @ArunachalNhmpic.twitter.com/0o9RE7LpqT,https://twitter.com/RachitaMalik12/status/965071492663922688,0,2,positive,0.5581894517
2018/02/17_08:27,https://twitter.com/RachitaMalik12,Elder siblings always take on d responsibility 2 care for der younger ones bt here they are bringing dem 2 to get dem protected frm deadly #measles #rubella Support #MRCampaign @UNICEFIndia @MoHFW_INDIA @RaniaEssawi @sidbshrestha @ArunachalNhmpic.twitter.com/0FiPEfS3Wd,https://twitter.com/RachitaMalik12/status/964899111320375298,0,3,negative,0.7580265403
2018/02/17_08:20,https://twitter.com/RachitaMalik12,Happy day for this little boy from WakkaLongding #ArunachalPradesh as he is now protected from deadly #Measles & #Rubella Support #MRCampaign @UNICEFIndia @sidbshrestha @RaniaEssawi @ArunachalNhm @MoHFW_INDIApic.twitter.com/tVnMxIQv5j,https://twitter.com/RachitaMalik12/status/964897429060509696,0,1,positive,0.8248220086
2018/02/17_05:12,https://twitter.com/RohanMonis4,Desi pet adoption camp :) Also free vaccination camp for your… https://www.instagram.com/p/BfTI5sSlVBeombDKKvYMaRramSMKQn7C4jlPUc0/ …,https://twitter.com/RohanMonis4/status/964850141026050048,0,0,neutral,0.8185931444
2018/02/17_03:59,https://twitter.com/HFWOdisha,Clap loud for the tiny tots the cute & most enthusiastic ambassadors of #MRCampaign. They took the #MeaslesRubellaVaccine gleefully at Dhelaguda AWC of Mohana in Gajapati dist & now exhorting all to ensure 100% coverage & #NoChildLeftOut. True #Inspiration & #Motivation for allpic.twitter.com/lsZC2ol8rO,https://twitter.com/HFWOdisha/status/964831725682491393,3,19,positive,0.6405446529
2018/02/17_02:36,https://twitter.com/HFWOdisha,Once rigid in resistance due to misconceptions about #MRVaccination villagers of Jumbudal Rayagada dist are now vocal ambassadors of #MRCampaign with 100% vaccination. Kudos to the efforts by Health offcials PRI members & community leaders for the achievement. #NoChildLeftOutpic.twitter.com/zLSOirvfj8,https://twitter.com/HFWOdisha/status/964810670586847234,2,17,neutral,0.5420249104
2018/02/17_02:04,https://twitter.com/HFWOdisha,#MRWarriors. Students of Masanimunda Adarsha Vidyapitha under Kesinga block of Kalahandi district take the pledge to ensure 100% #MeaslesRubellaVaccination at the prayer meeting. 241 students vaccinated on way to #NoChildLeftOut #MRCampaign #Odishapic.twitter.com/Ptchet03wn,https://twitter.com/HFWOdisha/status/964802749656256512,3,20,neutral,0.7779321671
2018/02/17_01:29,https://twitter.com/mr_angul,@aninditapk @ANGULDPM @BiswaUNDP @HFWOdisha ବାବୁସାନ ବାପା ବି ବେଶ ଖୁସି ...ସେମାନଙ୍କ ପିଲାମାନେ #ମିଳିମିଳା-ରୁବେଲା ଟୀକା ନେଲେ ବୋଲି --ଅନ�,https://twitter.com/mr_angul/status/964794032097411072,3,10,neutral,0.5053379536
2018/02/16_23:30,https://twitter.com/MoHFW_INDIA,Pneumococcal Vaccine or PCV was launched under #UIP to reduce infant mortality caused by pneumococcal pneumonia. Find out more: https://mohfw.gov.in/node/1734 . #SwasthaBharat #AyushmanBharat #HealthForAll @JPNadda @AshwiniKChoubey @AnupriyaSPatel,https://twitter.com/MoHFW_INDIA/status/964763875999657985,17,58,neutral,0.6861186028
2018/02/16_23:30,https://twitter.com/MoHFW_INDIA,Pneumococcal Vaccine or PCV was launched under #UIP to reduce infant mortality caused by pneumococcal pneumonia. Find out more: https://mohfw.gov.in/node/1734 . #SwasthaBharat #AyushmanBharat #HealthForAll @JPNadda @AshwiniKChoubey @AnupriyaSPatel,https://twitter.com/MoHFW_INDIA/status/964763875999657985,17,58,neutral,0.6861186028
2018/02/16_21:55,https://twitter.com/UNICEFIndia,A student at a Government Primary School in Mandi district #HimachalPradesh smiles shyly as gets #vaccinated to #FightMeaslesRubella. #ForEveryChild health #MRCampaign @MoHFW_INDIApic.twitter.com/bMyMqp0e0W,https://twitter.com/UNICEFIndia/status/964740183123021824,20,71,neutral,0.7790315151
2018/02/16_21:55,https://twitter.com/UNICEFIndia,A student at a Government Primary School in Mandi district #HimachalPradesh smiles shyly as gets #vaccinated to #FightMeaslesRubella. #ForEveryChild health #MRCampaign @MoHFW_INDIApic.twitter.com/bMyMqp0e0W,https://twitter.com/UNICEFIndia/status/964740183123021824,20,71,neutral,0.7790315151
2018/02/16_21:21,https://twitter.com/RachitaMalik12,Pledge ur support to beat #measles & #rubella #MRCampaign #UnicefIndiahttps://twitter.com/raniaessawi/status/964716650414182400 …,https://twitter.com/RachitaMalik12/status/964731570983665666,0,0,neutral,0.4087459445
2018/02/16_20:22,https://twitter.com/RaniaEssawi,The momentum is inspiring! #MRCampaign #Odisha @LopamudraTripa4 @RachitaMalik12 #ForEveryChild #FightMeaslesRubella @MoHFW_INDIAhttps://twitter.com/GaviSeth/status/964238027202719744 …,https://twitter.com/RaniaEssawi/status/964716650414182400,1,4,positive,0.8569675684
2018/02/16_20:22,https://twitter.com/RaniaEssawi,The momentum is inspiring! #MRCampaign #Odisha @LopamudraTripa4 @RachitaMalik12 #ForEveryChild #FightMeaslesRubella @MoHFW_INDIAhttps://twitter.com/GaviSeth/status/964238027202719744 …,https://twitter.com/RaniaEssawi/status/964716650414182400,1,4,positive,0.8569675684
